order_id,order_date,customer_id,product_id,quantity,amount
5136,2024-02-06,C060,P018,6,1828.65
5137,2024-02-19,C021,P001,2,701.92
5138,2024-02-16,C004,P001,7,1042.96
5139,2024-02-09,C016,P008,2,294.83
5140,2024-02-15,C046,P004,2,478.06
5141,2024-02-20,C009,P006,3,864.83
5142,2024-02-12,C027,P005,8,1322.24
5143,2024-02-06,C052,P014,4,1943.09
5144,2024-02-03,C057,P020,3,800.92
5145,2024-02-17,C034,P022,4,520.92
5146,2024-02-02,C007,P002,7,3159.01
5147,2024-02-02,C030,P015,6,1338.96
5148,2024-02-10,C028,P016,5,2017.35
5149,2024-02-11,C015,P019,2,477.73
5150,2024-02-21,C002,P019,3,529.43
5151,2024-02-28,C046,P015,4,1780.22
5152,2024-02-12,C052,P016,7,1664.51
5153,2024-02-23,C032,P012,5,1742.71
5154,2024-02-11,C056,P014,8,2612.56
5155,2024-02-03,C042,P015,6,983.68
5156,2024-02-07,C033,P003,2,126.45
5157,2024-02-05,C023,P001,4,2131.79
5158,2024-02-10,C031,P014,4,261.45
5159,2024-02-06,C026,P016,5,262.93
5160,2024-02-12,C008,P021,6,1414.21
5161,2024-02-03,C035,P002,7,511.16
5162,2024-02-16,C012,P014,6,245.53
5163,2024-02-02,C026,P013,6,2543.59
5164,2024-03-03,C014,P020,3,1428.61
5165,2024-03-21,C057,P014,3,1354.18
5166,2024-03-18,C031,P014,1,70.84
5167,2024-03-02,C013,P009,4,571.03
5168,2024-03-23,C013,P008,4,1644.06
5169,2024-03-01,C027,P010,8,2894.44
5170,2024-03-15,C018,P018,7,2307.01
5171,2024-03-25,C040,P010,1,453.59
5172,2024-03-28,C057,P024,3,223.09
5173,2024-03-04,C046,P021,1,77.34
5174,2024-03-22,C008,P017,2,656.77
5175,2024-03-07,C059,P008,7,3451.59
5176,2024-03-12,C016,P022,3,287.93
5177,2024-03-13,C005,P006,2,1090.54
5178,2024-03-13,C020,P009,3,1410.10
5179,2024-03-10,C010,P009,3,509.00
5180,2024-03-25,C009,P024,4,1430.21
5181,2024-03-11,C039,P022,5,2650.99
5182,2024-03-10,C007,P004,6,3057.09
5183,2024-03-03,C999,P012,8,3943.44
5184,2024-03-25,C036,P015,2,852.95
5185,2024-03-15,C060,P009,4,225.08
5186,2024-03-02,C054,P008,3,371.32
5187,2024-03-09,C053,P007,7,2591.55
5188,2024-03-05,C039,P022,7,873.67
5189,2024-03-19,C034,P014,6,420.89
5190,2024-03-17,C005,P021,2,177.01
5191,2024-03-20,C044,P001,7,1931.76
5192,2024-03-14,C033,P008,5,1794.93
5193,2024-03-15,C058,P017,4,414.96
5194,2024-03-10,C001,P023,2,773.42
5195,2024-03-18,C010,P013,5,2130.78
5196,2024-03-28,C026,P011,3,1442.64
5197,2024-03-08,C017,P016,2,170.68
5198,2024-03-20,C008,P012,7,1242.12
5199,2024-03-15,C058,P017,5,2517.26
5200,2024-03-19,C046,P020,8,802.81
5201,2024-03-15,C036,P024,3,662.25
5202,2024-03-16,C030,P021,1,130.04
5203,2024-03-14,C017,P019,3,752.97
5204,2024-03-21,C021,P017,5,732.78
5205,2024-03-26,C040,P018,4,318.94
5206,2024-03-14,C010,P004,4,435.83
5207,2024-03-23,C050,P020,1,221.16
5208,2024-03-10,C023,P012,6,1618.48
5209,2024-03-14,C004,P024,4,671.67
5210,2024-03-01,C040,P003,6,1926.12
5211,2024-03-15,C045,P005,8,640.00
5212,2024-03-25,C008,P009,2,474.34
5213,2024-03-05,C022,P021,4,1733.20
5214,2024-03-14,C051,P011,5,751.75
5215,2024-03-25,C003,P011,4,280.28
5216,2024-03-20,C017,P005,3,229.65
5217,2024-03-11,C010,P014,2,923.87
5218,2024-03-23,C009,P002,4,305.36
5219,2024-03-10,C060,P006,5,2068.03
5220,2024-03-21,C046,P023,1,58.88
5221,2024-03-05,C004,P008,2,230.71
5222,2024-03-10,C053,P004,6,968.76
5223,2024-03-15,C019,P005,6,1483.60
5224,2024-03-19,C043,P003,2,683.58
5225,2024-03-23,C023,P021,7,556.65
5226,2024-03-26,C043,P008,6,2777.89
5227,2024-03-12,C032,P011,7,2303.59
5228,2024-03-22,C033,P023,1,395.28
5229,2024-03-04,C043,P006,1,479.20
5230,2024-03-10,C053,P003,6,1862.46
5231,2024-03-16,C046,P018,8,2382.35
5232,2024-03-09,C056,P011,3,135.38
5233,2024-03-23,C037,P020,5,1616.49
5234,2024-03-21,C023,P014,8,2867.62
5235,2024-03-23,C037,P014,6,656.16
5236,2024-04-17,C043,P019,4,2204.91
5237,2024-04-17,C041,P012,5,288.20
5238,2024-04-13,C005,P022,3,404.84
5239,2024-04-25,C054,P017,6,2978.28
5240,2024-04-13,C055,P009,4,1798.41
5241,2024-04-15,C042,P015,5,1619.71
5242,2024-04-16,C015,P021,1,371.80
5243,2024-04-23,C049,P015,6,2666.05
5244,2024-04-08,C041,P010,3,1042.52
5245,2024-04-11,C013,P006,5,609.19
5246,2024-04-22,C056,P001,3,1166.51
5247,2024-04-20,C028,P016,3,179.84
5248,2024-04-03,C018,P013,2,560.93
5249,2024-04-05,C054,P007,3,523.65
5250,2024-04-20,C025,P009,7,1235.66
5251,2024-04-04,C023,P006,8,1138.96
5252,2024-04-10,C016,P014,2,287.00
5253,2024-04-06,C020,P012,4,257.41
5254,2024-04-24,C046,P019,6,1423.72
5255,2024-04-17,C013,P009,1,184.65
5256,2024-04-01,C036,P023,7,3512.17
5257,2024-04-05,C041,P017,1,540.55
5258,2024-04-11,C050,P020,6,2703.41
5259,2024-04-19,C030,P019,4,151.26
5260,2024-04-27,C003,P014,3,1334.03
5261,2024-04-04,C031,P019,6,2938.15
5262,2024-04-01,C001,P006,6,621.08
5263,2024-04-27,C050,P004,2,226.46
5264,2024-04-25,C007,P013,4,1650.05
5265,2024-04-27,C031,P016,2,745.40
5266,2024-04-07,C031,P013,5,2424.24
5267,2024-04-27,C044,P013,7,1366.47
5268,2024-04-15,C035,P014,7,3721.88
5269,2024-04-25,C052,P020,4,192.14
5270,2024-04-15,C051,P014,6,1306.90
5271,2024-04-02,C010,P007,7,630.44
5272,2024-04-23,C035,P023,6,1062.59
5273,2024-04-15,C016,P010,7,2285.04
5274,2024-04-28,C052,P019,2,901.17
5275,2024-04-16,C046,P021,3,900.51
5276,2024-04-11,C016,P007,7,946.04
5277,2024-04-27,C060,P002,3,636.41
5278,2024-04-26,C032,P008,8,2391.34
5279,2024-04-10,C041,P022,2,850.38
5280,2024-04-06,C034,P009,5,455.71
5281,2024-04-18,C012,P009,8,1528.52
5282,2024-04-05,C060,P009,8,3567.64
5283,2024-04-22,C049,P023,1,91.28
5284,2024-04-26,C019,P014,1,338.82
5285,2024-04-17,C015,P023,4,1047.79
5286,2024-04-13,C053,P011,3,118.99
5287,2024-04-13,C038,P003,5,2475.12
5288,2024-04-15,C044,P015,6,1226.09
5289,2024-04-14,C002,P005,1,403.14
5290,2024-04-10,C004,P010,7,3145.06
5291,2024-04-21,C049,P010,6,996.04
5292,2024-04-10,C006,P024,5,1680.24
5293,2024-04-16,C010,P009,8,3650.76
5294,2024-04-09,C049,P024,4,1294.16
5295,2024-04-08,C027,P003,2,828.53
5296,2024-04-01,C009,P006,2,825.17
5297,2024-04-01,C053,P013,3,767.45
5298,2024-04-28,C060,P014,7,3184.69
5299,2024-04-24,C058,P013,6,3240.34
5300,2024-04-23,C010,P015,5,1335.67
5301,2024-04-08,C999,P013,2,638.05
5302,2024-04-18,C024,P007,7,512.77
5303,2024-04-15,C046,P013,8,3894.02
5304,2024-04-27,C011,P010,2,118.17
5305,2024-04-17,C056,P006,8,3957.09
5306,2024-04-21,C038,P002,2,124.15
5307,2024-04-20,C004,P016,2,773.37
5308,2024-04-11,C018,P023,5,2692.29
5309,2024-04-19,C058,P020,3,898.75
5310,2024-04-21,C010,P003,8,1665.48
5311,2024-04-19,C007,P010,5,2664.49
5312,2024-04-05,C008,P007,7,3530.78
5313,2024-04-13,C027,P022,1,463.26
5314,2024-04-21,C020,P017,1,61.42
5315,2024-04-02,C025,P020,6,2895.83
5316,2024-04-09,C050,P003,8,1909.43
5317,2024-04-06,C049,P015,1,507.04
5318,2024-04-28,C044,P012,6,1185.01
5319,2024-04-16,C013,P017,5,808.58
5320,2024-04-27,C005,P019,2,152.17
5321,2024-04-09,C049,P002,3,1551.15
5322,2024-04-23,C013,P006,5,1520.59
5323,2024-04-02,C029,P024,5,1289.58
5324,2024-04-06,C048,P014,1,188.05
5325,2024-04-08,C017,P017,3,1001.17
5326,2024-04-25,C017,P009,7,3430.96
5327,2024-04-17,C044,P017,5,2058.30
5328,2024-04-17,C040,P012,6,696.13
5329,2024-04-07,C040,P001,3,1050.74
5330,2024-04-12,C027,P006,7,695.62
5331,2024-04-25,C039,P011,8,447.32
5332,2024-04-19,C037,P012,3,908.19
5333,2024-04-28,C058,P009,2,1004.19
5334,2024-05-05,C014,P016,6,1774.42
5335,2024-05-23,C033,P008,6,3208.28
5336,2024-05-02,C016,P015,4,1098.44
5337,2024-05-04,C046,P005,8,2071.18
5338,2024-05-05,C003,P003,3,1374.81
5339,2024-05-01,C012,P002,4,1088.03
5340,2024-05-27,C032,P005,3,1562.09
5341,2024-05-11,C013,P005,2,932.08
5342,2024-05-03,C020,P009,5,1815.91
5343,2024-05-20,C019,P017,1,253.45
5344,2024-05-15,C051,P023,8,454.83
5345,2024-05-03,C012,P013,8,3498.72
5346,2024-05-12,C035,P004,8,4217.72
5347,2024-05-09,C042,P006,5,290.06
5348,2024-05-04,C021,P010,7,1593.08
5349,2024-05-10,C023,P015,8,3024.07
5350,2024-05-12,C042,P021,3,304.18
5351,2024-05-18,C999,P023,3,221.16
5352,2024-05-18,C032,P007,8,889.72
5353,2024-05-10,C039,P002,7,2965.82
5354,2024-05-17,C011,P018,6,2762.16
5355,2024-05-16,C007,P020,5,447.02
5356,2024-05-15,C049,P019,6,1428.46
5357,2024-05-15,C025,P006,4,163.17
5358,2024-05-11,C052,P002,7,2071.81
5359,2024-05-19,C014,P018,2,277.93
5360,2024-05-27,C049,P010,3,292.10
5361,2024-05-06,C025,P002,4,240.28
5362,2024-05-22,C026,P022,1,211.01
5363,2024-05-06,C033,P012,1,302.57
5364,2024-05-04,C008,P010,7,2331.30
5365,2024-05-19,C055,P004,2,303.74
5366,2024-05-14,C055,P018,5,1853.67
5367,2024-05-18,C013,P002,2,687.94
5368,2024-05-06,C043,P016,3,384.38
5369,2024-05-07,C029,P008,1,171.15
5370,2024-05-28,C001,P005,3,1162.58
5371,2024-05-12,C999,P022,2,912.95
5372,2024-05-13,C055,P008,5,2776.28
5373,2024-05-26,C060,P005,6,851.89
5374,2024-05-05,C037,P009,8,2513.17
5375,2024-05-21,C020,P019,1,52.08
5376,2024-05-13,C057,P007,7,317.39
5377,2024-05-18,C050,P020,1,283.73
5378,2024-05-26,C002,P004,8,1560.60
5379,2024-05-19,C025,P006,4,1207.22
5380,2024-05-28,C055,P021,6,1134.26
5381,2024-05-04,C003,P004,5,572.86
5382,2024-05-11,C036,P020,7,3743.93
5383,2024-05-19,C002,P010,6,2703.10
5384,2024-05-18,C036,P002,6,1922.72
5385,2024-05-17,C020,P020,5,1847.27
5386,2024-05-22,C038,P006,3,1142.38
5387,2024-05-03,C031,P017,7,2673.98
5388,2024-05-26,C056,P002,1,375.80
5389,2024-05-08,C019,P017,3,1224.45
5390,2024-05-23,C037,P023,8,2300.07
5391,2024-05-24,C035,P014,5,1027.72
5392,2024-05-01,C011,P017,2,452.16
5393,2024-05-01,C005,P018,4,1002.60
5394,2024-05-28,C011,P017,2,143.60
5395,2024-05-06,C017,P001,6,2833.93
5396,2024-05-27,C014,P006,4,1102.83
5397,2024-05-08,C005,P024,2,930.52
5398,2024-05-24,C039,P015,7,2629.35
5399,2024-05-24,C002,P005,4,1655.51
5400,2024-05-19,C999,P017,5,1714.62
5401,2024-05-25,C056,P022,1,466.69
5402,2024-05-23,C057,P001,2,1115.08
5403,2024-05-16,C015,P012,4,1808.24
5404,2024-05-01,C019,P005,8,2394.40
5405,2024-05-14,C019,P006,1,162.66
5406,2024-05-01,C016,P010,2,1022.48
5407,2024-05-02,C042,P001,4,1574.81
5408,2024-05-16,C022,P018,8,555.44
5409,2024-05-07,C010,P007,5,993.80
5410,2024-05-19,C021,P007,4,1947.98
5411,2024-05-20,C030,P002,2,310.08
5412,2024-05-06,C007,P012,2,911.16
5413,2024-05-14,C060,P009,8,3826.81
5414,2024-05-21,C008,P014,6,1941.63
5415,2024-05-06,C022,P022,6,224.24
5416,2024-05-07,C043,P002,4,1917.82
5417,2024-05-12,C029,P018,2,849.51
5418,2024-05-16,C016,P015,3,454.30
5419,2024-05-04,C034,P017,8,4491.40
5420,2024-05-27,C009,P016,4,497.65
5421,2024-05-11,C038,P005,8,288.17
5422,2024-05-19,C045,P022,7,3448.18
5423,2024-05-21,C009,P020,2,918.19
5424,2024-05-18,C009,P022,5,808.29
5425,2024-05-13,C004,P021,1,518.64
5426,2024-05-21,C999,P017,3,826.82
5427,2024-05-01,C042,P008,7,2381.74
5428,2024-05-25,C026,P002,8,941.88
5429,2024-05-19,C027,P002,2,512.07
5430,2024-05-19,C025,P024,6,1906.61
5431,2024-05-05,C023,P013,1,513.60
5432,2024-05-27,C020,P008,8,2618.27
5433,2024-05-20,C012,P010,4,223.66
5434,2024-05-12,C009,P022,6,214.24
5435,2024-05-20,C060,P013,3,408.64
5436,2024-05-03,C048,P002,1,300.56
5437,2024-05-06,C031,P007,5,1072.69
5438,2024-06-13,C039,P023,3,728.34
5439,2024-06-21,C040,P021,1,320.52
5440,2024-06-17,C008,P005,2,648.62
5441,2024-06-09,C001,P007,3,98.12
5442,2024-06-14,C048,P021,4,805.02
5443,2024-06-01,C043,P012,1,268.45
5444,2024-06-23,C032,P003,5,1253.87
5445,2024-06-27,C015,P010,7,2440.71
5446,2024-06-09,C044,P017,4,1664.39
5447,2024-06-12,C052,P020,2,100.31
5448,2024-06-01,C026,P004,8,1431.80
5449,2024-06-10,C011,P023,3,1481.98
5450,2024-06-22,C003,P018,7,3076.65
5451,2024-06-06,C054,P005,7,913.25
5452,2024-06-13,C002,P004,1,356.65
5453,2024-06-20,C006,P020,5,2761.04
5454,2024-06-16,C029,P001,5,757.95
5455,2024-06-14,C029,P002,5,701.18
5456,2024-06-23,C053,P010,2,260.83
5457,2024-06-09,C027,P003,4,1631.21
5458,2024-06-10,C050,P014,2,658.42
5459,2024-06-26,C017,P009,4,1922.23
5460,2024-06-18,C055,P018,6,527.32
5461,2024-06-22,C014,P012,5,822.73
5462,2024-06-28,C006,P008,1,434.11
5463,2024-06-21,C057,P008,5,1015.57
5464,2024-06-03,C003,P009,8,1472.76
5465,2024-06-28,C038,P005,3,729.65
5466,2024-06-04,C011,P023,6,1268.13
5467,2024-06-25,C034,P002,1,315.25
5468,2024-06-18,C024,P019,4,1060.85
5469,2024-06-09,C050,P003,3,1643.37
5470,2024-06-17,C003,P021,5,2271.27
5471,2024-06-03,C012,P009,4,1069.88
5472,2024-06-16,C039,P008,7,1877.03
5473,2024-06-23,C058,P006,5,1980.04
5474,2024-06-15,C035,P002,4,910.11
5475,2024-06-26,C035,P019,7,1851.11
5476,2024-06-22,C044,P022,3,140.88
5477,2024-06-03,C039,P001,4,1248.48
5478,2024-06-13,C056,P013,3,494.35
5479,2024-06-22,C052,P015,6,1520.49
5480,2024-06-05,C050,P017,6,1166.32
5481,2024-06-18,C013,P015,5,395.53
5482,2024-06-02,C030,P010,5,2708.10
5483,2024-06-01,C028,P013,2,651.30
5484,2024-06-24,C057,P010,8,4375.58
5485,2024-06-11,C049,P015,1,152.65
5486,2024-06-21,C060,P011,5,405.06
5487,2024-06-15,C015,P014,1,455.15
5488,2024-06-02,C035,P023,5,836.37
5489,2024-06-04,C028,P021,6,3225.81
5490,2024-06-06,C056,P004,6,2682.13
5491,2024-06-05,C035,P022,4,1572.43
5492,2024-06-12,C047,P006,6,1355.02
5493,2024-06-02,C043,P017,3,1389.05
5494,2024-06-19,C032,P001,3,1230.56
5495,2024-06-05,C053,P008,1,436.99
5496,2024-06-03,C006,P008,4,1446.43
5497,2024-06-26,C001,P021,2,1052.98
5498,2024-06-18,C026,P007,6,2911.70
5499,2024-06-14,C001,P023,5,2463.89
5500,2024-06-02,C020,P008,7,358.16
5501,2024-06-12,C055,P001,7,1721.96
5502,2024-06-03,C057,P018,6,347.30
5503,2024-06-13,C024,P006,3,451.64
5504,2024-06-03,C049,P002,7,3733.95
5505,2024-06-10,C024,P016,3,797.11
5506,2024-06-26,C009,P015,6,1783.58
5507,2024-06-19,C041,P015,7,419.03
5508,2024-06-24,C040,P022,7,1357.92
5509,2024-06-16,C002,P011,8,2208.79
5510,2024-06-17,C023,P017,6,612.73
5511,2024-06-21,C056,P008,2,741.42
5512,2024-06-23,C060,P004,8,531.70
5513,2024-06-10,C027,P006,5,2519.33
5514,2024-06-19,C999,P007,1,536.16
5515,2024-06-04,C051,P009,2,334.90
5516,2024-06-05,C044,P015,6,3094.63
5517,2024-06-03,C019,P001,4,346.18
5518,2024-06-13,C050,P017,5,1430.98
5519,2024-06-28,C053,P008,7,3848.34
5520,2024-06-01,C052,P005,2,447.66
5521,2024-07-28,C047,P007,1,141.30
5522,2024-07-15,C019,P010,1,562.80
5523,2024-07-27,C023,P013,1,202.71
5524,2024-07-15,C027,P008,5,693.98
5525,2024-07-08,C003,P006,4,2075.09
5526,2024-07-10,C007,P024,4,1731.01
5527,2024-07-03,C040,P008,5,214.56
5528,2024-07-02,C035,P010,6,2809.26
5529,2024-07-27,C016,P009,8,3919.32
5530,2024-07-04,C013,P021,2,254.57
5531,2024-07-23,C025,P013,8,3398.82
5532,2024-07-02,C023,P019,5,1683.26
5533,2024-07-27,C035,P014,4,1478.11
5534,2024-07-27,C046,P014,6,2893.76
5535,2024-07-09,C026,P024,4,330.07
5536,2024-07-26,C012,P013,8,4220.25
5537,2024-07-22,C051,P001,6,1553.88
5538,2024-07-17,C055,P002,1,546.19
5539,2024-07-15,C054,P001,8,1414.91
5540,2024-07-18,C010,P023,6,366.36
5541,2024-07-22,C050,P016,5,2459.00
5542,2024-07-21,C031,P013,1,338.37
5543,2024-07-02,C042,P008,7,906.41
5544,2024-07-06,C008,P009,4,729.59
5545,2024-07-17,C045,P019,5,1239.07
5546,2024-07-03,C058,P009,6,2352.69
5547,2024-07-04,C030,P021,1,238.49
5548,2024-07-09,C007,P018,6,2931.82
5549,2024-07-19,C001,P007,4,625.97
5550,2024-07-02,C041,P012,8,332.26
5551,2024-07-07,C035,P014,5,2385.47
5552,2024-07-08,C017,P003,6,574.93
5553,2024-07-09,C043,P011,2,827.97
5554,2024-07-15,C016,P010,8,2972.20
5555,2024-07-06,C008,P012,3,1086.54
5556,2024-07-15,C045,P019,7,372.74
5557,2024-07-16,C014,P024,1,308.35
5558,2024-07-21,C032,P016,3,941.41
5559,2024-07-20,C027,P019,5,614.85
5560,2024-07-10,C047,P006,1,291.21
5561,2024-07-12,C003,P013,8,4104.14
5562,2024-07-15,C009,P001,6,3149.42
5563,2024-07-09,C037,P001,8,646.73
5564,2024-07-19,C060,P022,6,1425.46
5565,2024-07-27,C051,P007,1,501.30
5566,2024-07-03,C007,P006,7,3102.60
5567,2024-07-10,C012,P011,7,2901.94
5568,2024-07-22,C018,P012,8,309.09
5569,2024-07-17,C036,P007,3,1509.26
5570,2024-07-14,C016,P018,6,1246.38
5571,2024-07-11,C006,P011,1,315.88
5572,2024-07-06,C016,P002,4,2286.43
5573,2024-07-19,C041,P011,2,97.26
5574,2024-07-15,C020,P019,5,2158.95
5575,2024-07-24,C048,P015,6,674.68
5576,2024-07-13,C010,P022,4,1612.72
5577,2024-07-26,C027,P001,3,146.35
5578,2024-07-05,C059,P013,8,915.78
5579,2024-07-07,C030,P012,7,3393.84
5580,2024-07-10,C999,P019,3,1313.24
5581,2024-07-23,C011,P005,5,2868.73
5582,2024-07-01,C052,P022,8,1991.61
5583,2024-07-18,C045,P024,3,1464.19
5584,2024-07-15,C048,P002,3,301.35
5585,2024-07-11,C013,P007,7,322.46
5586,2024-07-15,C001,P023,5,361.85
5587,2024-07-04,C013,P007,4,1946.73
5588,2024-07-24,C055,P002,2,762.11
5589,2024-07-11,C028,P017,6,3218.34
5590,2024-07-18,C020,P006,5,2083.79
5591,2024-07-17,C045,P021,2,232.83
5592,2024-07-18,C054,P022,5,1230.70
5593,2024-08-03,C009,P016,2,628.15
5594,2024-08-06,C045,P016,8,4514.16
5595,2024-08-17,C009,P003,8,1000.95
5596,2024-08-26,C003,P015,2,1103.33
5597,2024-08-13,C015,P010,6,2119.12
5598,2024-08-19,C005,P012,8,4057.39
5599,2024-08-27,C021,P019,6,2968.09
5600,2024-08-15,C021,P020,7,2715.21
5601,2024-08-07,C037,P021,7,1583.72
5602,2024-08-20,C999,P016,8,3915.56
5603,2024-08-28,C003,P007,6,3224.18
5604,2024-08-27,C014,P016,2,1078.59
5605,2024-08-02,C001,P002,1,431.38
5606,2024-08-23,C015,P003,5,1420.47
5607,2024-08-05,C012,P001,4,879.44
5608,2024-08-09,C056,P007,5,2894.15
5609,2024-08-02,C034,P007,3,356.43
5610,2024-08-28,C057,P010,5,2508.79
5611,2024-08-05,C017,P021,4,837.15
5612,2024-08-20,C040,P022,7,853.80
5613,2024-08-02,C999,P015,2,502.28
5614,2024-08-05,C015,P018,2,1012.16
5615,2024-08-08,C060,P009,8,3642.34
5616,2024-08-25,C018,P010,8,2529.19
5617,2024-08-04,C010,P004,6,2649.71
5618,2024-08-16,C027,P023,4,1856.80
