order_id,order_date,region,channel,amount,returned
1139,2024-02-28,South,Direct,1300.44,false
1140,2024-02-05,South,Direct,573.60,false
1141,2024-02-04,West,Retail,1622.53,false
1142,2024-02-04,West,Direct,528.32,false
1143,2024-02-03,East,Partner,1516.58,false
1144,2024-02-10,Central,Online,654.96,true
1145,2024-02-15,South,Partner,138.96,false
1146,2024-02-01,South,Retail,2009.43,false
1147,2024-02-25,East,Partner,913.55,false
1148,2024-02-23,South,Retail,995.95,true
1149,2024-02-02,East,Direct,294.78,false
1150,2024-02-03,Central,Direct,1904.28,false
1151,2024-02-20,Central,Online,1973.10,false
1152,2024-02-05,Central,Online,1821.55,false
1153,2024-02-26,South,Direct,1980.21,false
1154,2024-02-27,Central,Partner,1342.10,false
1155,2024-02-12,West,Partner,2104.78,false
1156,2024-02-04,Central,Retail,553.17,false
1157,2024-02-15,Central,Partner,1354.75,false
1158,2024-02-01,East,Direct,360.25,false
1159,2024-02-04,South,Partner,1167.92,true
1160,2024-02-11,Central,Online,1932.04,false
1161,2024-02-10,Central,Direct,1491.22,false
1162,2024-02-14,North,Retail,1984.12,false
1163,2024-02-28,West,Direct,2487.25,false
1164,2024-02-23,South,Direct,2485.97,false
1165,2024-02-08,North,Direct,1590.86,false
1166,2024-02-03,East,Online,1327.40,false
1167,2024-02-26,Central,Direct,1475.51,false
1168,2024-02-05,Central,Direct,2139.71,false
1169,2024-02-27,Central,Partner,2539.14,false
1170,2024-02-02,Central,Partner,379.09,false
1171,2024-02-25,West,Partner,1160.99,false
1172,2024-02-08,Central,Partner,573.78,false
1173,2024-02-06,North,Retail,657.41,false
1174,2024-02-11,North,Online,793.33,false
1175,2024-02-25,North,Online,415.40,false
1176,2024-02-15,South,Retail,624.00,false
1177,2024-02-28,East,Retail,445.04,true
1178,2024-02-06,North,Online,1244.41,false
1179,2024-02-27,North,Partner,304.26,false
1180,2024-02-07,South,Retail,240.13,false
1181,2024-02-18,South,Retail,2281.66,false
1182,2024-02-05,East,Online,1694.17,false
1183,2024-02-24,Central,Retail,1945.75,false
1184,2024-02-23,Central,Online,1419.85,false
1185,2024-02-14,Central,Online,196.07,false
1186,2024-02-26,Central,Retail,540.96,false
1187,2024-02-06,North,Online,2052.59,false
1188,2024-02-06,West,Retail,2481.55,false
1189,2024-02-27,East,Direct,791.14,false
1190,2024-02-24,North,Direct,2001.60,false
1191,2024-02-11,West,Partner,294.19,false
1192,2024-02-22,North,Online,1505.15,true
1193,2024-02-02,East,Online,799.55,false
1194,2024-02-23,East,Partner,786.51,false
1195,2024-02-09,East,Retail,1419.27,false
1196,2024-02-07,East,Direct,1627.16,false
1197,2024-02-17,East,Online,236.83,false
1198,2024-02-06,South,Partner,282.63,false
1199,2024-02-07,South,Partner,2499.68,false
1200,2024-02-21,Central,Online,453.68,false
1201,2024-02-19,North,Retail,454.70,false
1202,2024-02-03,West,Partner,1585.42,false
1203,2024-02-21,West,Retail,1257.79,false
1204,2024-02-15,North,Retail,598.34,false
1205,2024-02-17,North,Direct,2355.52,false
1206,2024-02-28,East,Retail,2084.40,false
1207,2024-02-18,Central,Online,987.15,false
1208,2024-02-03,West,Online,1686.69,false
1209,2024-02-15,South,Direct,443.08,false
1210,2024-02-13,South,Retail,1120.73,false
1211,2024-02-13,East,Partner,2032.94,true
1212,2024-02-27,East,Retail,687.66,false
1213,2024-02-04,West,Direct,479.19,false
1214,2024-02-18,West,Online,612.77,false
1215,2024-02-21,North,Direct,2042.89,false
1216,2024-02-23,East,Partner,1162.44,true
1217,2024-02-09,Central,Retail,2100.36,false
1218,2024-02-16,North,Retail,1722.38,false
1219,2024-02-06,West,Online,1259.51,false
1220,2024-02-06,West,Online,712.49,false
1221,2024-02-16,North,Direct,1182.49,false
1222,2024-02-08,Central,Retail,891.09,false
1223,2024-02-23,South,Direct,681.03,false
1224,2024-02-19,North,Retail,907.53,false
1225,2024-02-21,West,Online,2003.95,false
1226,2024-02-28,North,Retail,1972.59,false
1227,2024-02-19,Central,Partner,638.37,true
1228,2024-02-13,South,Online,472.92,false
1229,2024-02-10,North,Partner,871.07,false
1230,2024-02-27,South,Online,1307.68,false
1231,2024-02-13,South,Direct,2118.65,false
1232,2024-02-25,North,Partner,231.16,false
1233,2024-02-24,Central,Partner,443.83,false
1234,2024-02-06,West,Online,2425.99,false
1235,2024-02-25,Central,Partner,2192.40,false
1236,2024-02-23,South,Online,1782.65,false
1237,2024-02-01,North,Retail,1328.44,false
1238,2024-02-12,West,Retail,2058.35,false
1239,2024-02-01,West,Direct,2210.28,false
1240,2024-02-19,South,Online,409.06,false
1241,2024-02-14,South,Online,841.39,false
1242,2024-02-28,Central,Retail,1988.44,false
1243,2024-02-05,East,Online,1663.43,false
1244,2024-02-06,Central,Retail,711.59,true
1245,2024-02-20,North,Direct,899.84,false
1246,2024-02-04,South,Online,148.33,false
1247,2024-02-20,Central,Direct,1731.27,false
1248,2024-02-02,North,Retail,2388.44,false
1249,2024-02-12,South,Retail,168.99,false
1250,2024-02-02,West,Partner,678.79,false
1251,2024-02-28,Central,Direct,1972.10,false
1252,2024-02-04,East,Retail,1691.31,false
1253,2024-02-10,Central,Retail,2075.30,false
1254,2024-02-08,North,Partner,877.37,false
1255,2024-02-04,North,Online,2201.65,false
1256,2024-02-10,South,Retail,409.38,false
1257,2024-02-13,West,Online,1191.03,false
1258,2024-02-20,South,Partner,865.04,false
1259,2024-02-05,South,Retail,1759.33,false
1260,2024-02-04,North,Online,279.14,false
1261,2024-02-21,East,Direct,2219.49,true
1262,2024-03-07,Central,Direct,571.83,false
1263,2024-03-13,South,Partner,917.61,false
1264,2024-03-04,East,Partner,1244.28,false
1265,2024-03-10,South,Direct,2294.08,false
1266,2024-03-25,Central,Partner,691.25,false
1267,2024-03-22,West,Direct,1773.75,false
1268,2024-03-24,East,Partner,569.53,true
1269,2024-03-28,South,Partner,2363.50,false
1270,2024-03-01,East,Online,138.66,false
1271,2024-03-12,South,Online,1496.14,false
1272,2024-03-26,East,Direct,1725.40,true
1273,2024-03-14,East,Retail,1412.07,true
1274,2024-03-08,South,Retail,1685.52,true
1275,2024-03-16,Central,Partner,2201.79,false
1276,2024-03-22,South,Retail,1027.68,false
1277,2024-03-06,East,Partner,2472.62,false
1278,2024-03-20,South,Retail,1890.75,false
1279,2024-03-08,East,Partner,283.43,false
1280,2024-03-04,North,Direct,2250.85,false
1281,2024-03-17,East,Direct,747.95,false
1282,2024-03-03,North,Direct,665.94,false
1283,2024-03-12,North,Partner,2153.48,false
1284,2024-03-10,Central,Direct,388.52,false
1285,2024-03-22,West,Retail,676.73,false
1286,2024-03-20,West,Retail,543.78,false
1287,2024-03-08,South,Partner,2179.74,true
1288,2024-03-09,East,Direct,2198.04,false
1289,2024-03-24,South,Retail,640.18,false
1290,2024-03-07,Central,Partner,2158.08,false
1291,2024-03-11,Central,Partner,498.25,false
1292,2024-03-08,South,Direct,414.35,false
1293,2024-03-11,North,Retail,955.48,false
1294,2024-03-19,West,Online,2074.08,false
1295,2024-03-06,East,Online,2492.87,false
1296,2024-03-17,West,Direct,165.49,false
1297,2024-03-28,East,Online,1578.16,true
1298,2024-03-28,South,Partner,2080.13,false
1299,2024-03-24,North,Online,1708.18,false
1300,2024-03-08,West,Online,137.36,false
1301,2024-03-09,East,Retail,1460.24,false
1302,2024-03-11,East,Direct,1413.20,false
1303,2024-03-18,South,Partner,1850.71,false
1304,2024-03-24,South,Direct,1344.51,false
1305,2024-03-12,North,Online,2544.55,false
1306,2024-03-07,West,Online,2113.87,false
1307,2024-03-10,East,Direct,1893.80,false
1308,2024-03-24,South,Partner,819.38,false
1309,2024-03-24,South,Direct,1917.12,false
1310,2024-03-04,South,Online,2437.79,false
1311,2024-03-04,East,Retail,1718.20,false
1312,2024-03-17,Central,Direct,338.14,false
1313,2024-03-18,East,Online,538.05,true
1314,2024-03-24,East,Online,1071.04,false
1315,2024-03-08,North,Partner,184.54,false
1316,2024-03-27,South,Partner,918.99,false
1317,2024-03-20,Central,Partner,638.76,false
1318,2024-03-27,North,Retail,1317.36,false
1319,2024-03-06,Central,Retail,2102.10,true
1320,2024-03-10,North,Direct,2183.87,false
1321,2024-03-08,South,Partner,2394.70,false
1322,2024-03-25,West,Retail,2390.95,false
1323,2024-03-19,South,Retail,661.69,false
1324,2024-03-13,North,Retail,1693.91,false
1325,2024-03-16,West,Retail,2286.65,false
1326,2024-03-22,North,Retail,1984.69,false
1327,2024-03-05,North,Online,246.44,false
1328,2024-03-07,West,Online,2302.59,false
1329,2024-03-01,East,Partner,1420.60,false
1330,2024-03-27,North,Retail,986.82,false
1331,2024-03-17,East,Partner,1282.16,false
1332,2024-03-07,Central,Retail,603.05,false
1333,2024-03-15,South,Retail,1102.88,false
1334,2024-03-10,North,Partner,482.82,false
1335,2024-03-07,South,Online,567.92,false
1336,2024-03-08,Central,Direct,1978.29,false
1337,2024-03-25,West,Partner,960.73,false
1338,2024-03-25,East,Online,636.36,false
1339,2024-03-05,West,Retail,506.64,false
1340,2024-03-07,West,Retail,1322.54,false
1341,2024-03-22,West,Online,1196.09,false
1342,2024-03-16,West,Online,1459.00,false
1343,2024-03-05,South,Partner,571.43,false
1344,2024-03-19,North,Partner,779.49,false
1345,2024-03-28,North,Online,1929.77,false
1346,2024-03-27,South,Direct,496.66,false
1347,2024-03-10,Central,Direct,1561.65,true
1348,2024-03-08,Central,Partner,1157.48,false
1349,2024-03-05,East,Direct,1512.95,false
1350,2024-03-02,North,Online,1001.25,false
1351,2024-03-15,Central,Direct,570.81,false
1352,2024-03-07,South,Retail,1964.85,false
1353,2024-03-02,Central,Partner,705.07,true
1354,2024-03-02,Central,Direct,433.14,false
1355,2024-03-20,South,Direct,1335.36,false
1356,2024-03-07,West,Direct,1218.99,false
1357,2024-03-13,West,Direct,1315.40,false
1358,2024-03-09,East,Partner,1498.83,false
1359,2024-03-04,Central,Retail,340.07,false
1360,2024-03-21,West,Direct,713.77,false
1361,2024-03-21,East,Online,1362.21,false
1362,2024-04-14,South,Partner,2337.20,true
1363,2024-04-22,West,Online,1569.86,false
1364,2024-04-01,East,Online,1457.12,false
1365,2024-04-03,Central,Partner,685.67,false
1366,2024-04-27,North,Partner,2293.47,false
1367,2024-04-14,West,Online,2477.16,false
1368,2024-04-01,West,Retail,1309.29,false
1369,2024-04-16,West,Retail,541.49,false
1370,2024-04-08,Central,Online,1955.79,false
1371,2024-04-24,North,Partner,461.57,false
1372,2024-04-24,Central,Direct,905.59,false
1373,2024-04-06,West,Partner,829.23,false
1374,2024-04-13,North,Direct,151.76,false
1375,2024-04-09,Central,Direct,345.81,false
1376,2024-04-10,East,Direct,1360.21,false
1377,2024-04-04,South,Retail,1349.33,false
1378,2024-04-14,Central,Retail,1590.53,false
1379,2024-04-25,Central,Online,1456.59,false
1380,2024-04-05,North,Retail,1470.08,false
1381,2024-04-05,South,Direct,1115.32,true
1382,2024-04-13,North,Partner,764.82,false
1383,2024-04-16,East,Online,2438.78,false
1384,2024-04-14,South,Retail,263.01,false
1385,2024-04-19,South,Direct,1112.55,false
1386,2024-04-17,West,Direct,1139.57,false
1387,2024-04-04,South,Direct,1435.76,false
1388,2024-04-17,North,Partner,1869.76,false
1389,2024-04-28,West,Partner,688.82,false
1390,2024-04-07,Central,Online,2564.11,false
1391,2024-04-09,North,Direct,1952.72,false
1392,2024-04-26,Central,Direct,408.69,false
1393,2024-04-23,South,Retail,430.41,false
1394,2024-04-18,West,Retail,1359.68,false
1395,2024-04-26,West,Direct,336.47,false
1396,2024-04-19,Central,Partner,1963.29,false
1397,2024-04-04,West,Direct,2597.36,false
1398,2024-04-17,North,Direct,2601.06,false
1399,2024-04-23,Central,Partner,885.68,false
1400,2024-04-08,West,Retail,608.91,false
1401,2024-04-09,Central,Partner,361.29,false
1402,2024-04-19,North,Direct,150.50,false
1403,2024-04-02,Central,Direct,1455.92,false
1404,2024-04-04,South,Direct,439.46,true
1405,2024-04-12,West,Retail,1202.46,false
1406,2024-04-23,East,Partner,1361.75,false
1407,2024-04-11,North,Partner,1511.16,false
1408,2024-04-04,East,Online,714.07,false
1409,2024-04-13,South,Online,384.17,false
1410,2024-04-20,West,Partner,467.57,false
1411,2024-04-06,South,Retail,2092.54,false
1412,2024-04-04,Central,Online,1086.74,false
1413,2024-04-04,East,Online,2390.60,false
1414,2024-04-16,Central,Online,257.45,false
1415,2024-04-03,Central,Retail,786.25,false
1416,2024-04-21,West,Direct,1353.89,false
1417,2024-04-06,Central,Direct,2216.94,false
1418,2024-04-21,North,Online,392.07,false
1419,2024-04-06,East,Partner,631.50,false
1420,2024-04-26,Central,Partner,2172.48,false
1421,2024-04-09,West,Partner,1354.76,false
1422,2024-04-27,West,Partner,949.45,false
1423,2024-04-03,South,Partner,268.10,false
1424,2024-04-09,Central,Direct,1729.81,false
1425,2024-04-11,East,Online,822.58,false
1426,2024-04-25,Central,Online,1695.25,false
1427,2024-04-28,South,Direct,2415.93,false
1428,2024-04-13,North,Partner,1282.51,false
1429,2024-04-09,East,Partner,944.33,false
1430,2024-04-01,South,Retail,1047.48,true
1431,2024-04-05,South,Retail,1257.88,false
1432,2024-04-06,North,Direct,2470.32,false
1433,2024-04-27,East,Partner,2052.58,false
1434,2024-04-15,West,Direct,2401.88,false
1435,2024-04-17,Central,Online,2166.65,false
1436,2024-04-28,Central,Partner,2066.30,false
1437,2024-04-04,South,Partner,1231.91,false
1438,2024-04-03,West,Direct,1525.49,false
1439,2024-04-18,Central,Direct,357.33,false
1440,2024-04-24,West,Retail,2213.34,false
1441,2024-04-08,Central,Partner,1117.07,true
1442,2024-04-14,Central,Direct,2337.65,false
1443,2024-04-11,South,Partner,1810.32,false
1444,2024-04-26,East,Retail,1249.48,false
1445,2024-04-05,East,Retail,798.99,false
1446,2024-04-14,West,Partner,463.03,true
1447,2024-04-03,East,Direct,1737.26,false
1448,2024-04-14,South,Online,623.38,false
1449,2024-04-14,East,Online,667.53,true
1450,2024-04-26,South,Partner,1734.79,true
1451,2024-04-24,South,Partner,1175.74,false
1452,2024-04-19,North,Retail,1561.27,true
1453,2024-04-23,West,Partner,1673.27,false
1454,2024-04-09,Central,Direct,179.59,false
1455,2024-04-03,South,Retail,2477.11,false
1456,2024-04-11,South,Partner,2042.06,false
1457,2024-04-06,West,Direct,852.83,false
1458,2024-05-15,East,Partner,609.90,false
1459,2024-05-26,South,Online,1234.85,false
1460,2024-05-08,North,Online,871.35,false
1461,2024-05-19,North,Direct,458.51,false
1462,2024-05-13,East,Partner,180.89,false
1463,2024-05-23,East,Online,2342.60,false
1464,2024-05-15,South,Partner,2558.74,true
1465,2024-05-19,West,Direct,2468.66,false
1466,2024-05-08,Central,Retail,273.45,false
1467,2024-05-24,East,Online,1209.86,false
1468,2024-05-14,East,Partner,156.97,false
1469,2024-05-04,South,Partner,1471.59,false
1470,2024-05-25,East,Online,2006.14,false
1471,2024-05-04,South,Direct,1921.55,false
1472,2024-05-02,South,Online,1183.93,false
1473,2024-05-11,North,Direct,2587.17,false
1474,2024-05-14,North,Partner,406.65,false
1475,2024-05-28,North,Direct,1894.73,false
1476,2024-05-24,West,Retail,683.79,false
1477,2024-05-26,North,Partner,2500.80,false
1478,2024-05-06,East,Retail,1551.89,false
1479,2024-05-12,East,Partner,2698.30,false
1480,2024-05-21,South,Partner,913.80,false
1481,2024-05-02,West,Retail,578.79,false
1482,2024-05-26,Central,Online,1264.54,false
1483,2024-05-06,West,Retail,383.68,false
1484,2024-05-08,North,Online,2162.62,false
1485,2024-05-02,West,Partner,1856.61,false
1486,2024-05-06,South,Retail,285.64,false
1487,2024-05-19,South,Direct,1429.97,false
1488,2024-05-22,North,Direct,2097.99,false
1489,2024-05-08,Central,Partner,1071.94,false
1490,2024-05-23,South,Partner,667.60,false
1491,2024-05-17,Central,Retail,2070.85,true
1492,2024-05-16,Central,Direct,870.29,false
1493,2024-05-13,North,Retail,989.53,false
1494,2024-05-07,West,Direct,1569.09,false
1495,2024-05-03,North,Partner,129.58,false
1496,2024-05-12,East,Online,2268.46,false
1497,2024-05-12,East,Direct,1463.90,false
1498,2024-05-12,East,Online,2502.67,false
1499,2024-05-28,West,Retail,1232.37,false
1500,2024-05-11,South,Retail,1983.78,true
1501,2024-05-12,West,Partner,927.57,false
1502,2024-05-07,North,Online,385.84,false
1503,2024-05-03,North,Retail,785.19,false
1504,2024-05-05,North,Retail,1115.86,false
1505,2024-05-02,East,Partner,1111.58,false
1506,2024-05-16,East,Online,415.45,false
1507,2024-05-25,East,Direct,1652.15,false
1508,2024-05-27,West,Partner,231.91,false
1509,2024-05-10,South,Direct,2578.63,false
1510,2024-05-18,South,Partner,1863.33,false
1511,2024-05-22,West,Retail,1959.34,false
1512,2024-05-17,North,Partner,261.87,false
1513,2024-05-27,East,Partner,1303.24,false
1514,2024-05-19,North,Online,348.26,false
1515,2024-05-14,North,Direct,1322.30,false
1516,2024-05-01,East,Retail,855.64,false
1517,2024-05-19,South,Online,903.38,false
1518,2024-05-18,North,Retail,1137.00,false
1519,2024-05-24,East,Direct,651.78,false
1520,2024-05-01,South,Retail,1710.62,false
1521,2024-05-13,North,Direct,1929.93,false
1522,2024-05-13,West,Partner,898.31,false
1523,2024-05-16,Central,Retail,1785.26,false
1524,2024-05-05,West,Online,1530.66,false
1525,2024-05-24,North,Online,254.88,false
1526,2024-05-03,North,Direct,732.59,false
1527,2024-05-02,West,Partner,2175.02,false
1528,2024-05-02,East,Partner,1045.41,false
1529,2024-05-10,Central,Partner,1783.68,false
1530,2024-05-20,North,Retail,1886.19,true
1531,2024-05-06,North,Online,1005.63,false
1532,2024-05-09,East,Online,501.71,false
1533,2024-05-27,East,Partner,632.69,false
1534,2024-05-08,North,Partner,2372.31,false
1535,2024-05-23,West,Partner,605.77,false
1536,2024-05-27,West,Direct,1724.42,false
1537,2024-05-25,North,Online,596.56,false
1538,2024-05-26,South,Direct,1956.00,false
1539,2024-05-01,South,Partner,1380.90,false
1540,2024-05-01,Central,Online,901.62,false
1541,2024-05-26,North,Partner,2488.84,false
1542,2024-05-24,Central,Retail,742.30,false
1543,2024-05-16,Central,Direct,294.92,false
1544,2024-05-03,North,Partner,1460.54,false
1545,2024-05-01,North,Online,1845.60,false
1546,2024-05-17,North,Direct,1335.25,false
1547,2024-05-24,Central,Partner,2098.31,false
1548,2024-05-23,West,Online,705.62,false
1549,2024-05-22,Central,Partner,1926.79,true
1550,2024-05-11,West,Online,270.19,false
1551,2024-05-05,East,Direct,1701.51,false
1552,2024-05-11,South,Online,1369.30,false
1553,2024-05-27,South,Retail,205.76,false
1554,2024-05-13,West,Retail,1420.89,false
1555,2024-05-13,East,Retail,318.36,false
1556,2024-05-26,North,Direct,1162.94,false
1557,2024-05-07,North,Partner,2468.02,false
1558,2024-05-04,West,Online,797.71,false
1559,2024-05-20,North,Online,2458.41,false
1560,2024-05-02,East,Direct,2456.98,false
1561,2024-05-04,East,Direct,280.11,false
1562,2024-05-18,North,Direct,892.91,false
1563,2024-05-04,Central,Partner,526.21,false
1564,2024-05-05,West,Direct,318.24,false
1565,2024-05-15,West,Direct,150.01,false
1566,2024-05-25,North,Retail,1808.18,false
1567,2024-05-06,East,Online,1971.77,true
1568,2024-05-06,North,Partner,1989.16,false
1569,2024-05-17,West,Partner,1387.59,false
1570,2024-05-14,North,Direct,1312.74,false
1571,2024-05-14,South,Retail,555.98,false
1572,2024-05-26,South,Direct,1916.24,false
1573,2024-05-20,North,Online,843.38,false
1574,2024-05-16,South,Partner,760.06,false
1575,2024-05-12,East,Direct,808.84,false
1576,2024-05-17,North,Direct,491.71,false
1577,2024-05-24,Central,Online,912.06,false
1578,2024-06-21,North,Direct,395.48,false
1579,2024-06-25,North,Partner,139.89,false
1580,2024-06-18,Central,Retail,1627.87,false
1581,2024-06-07,South,Online,519.54,false
1582,2024-06-01,East,Partner,1056.03,false
1583,2024-06-17,West,Direct,698.09,false
1584,2024-06-10,West,Partner,1146.79,false
1585,2024-06-27,West,Online,536.61,false
1586,2024-06-06,South,Online,1526.29,false
1587,2024-06-13,South,Partner,1088.49,false
1588,2024-06-07,West,Direct,602.47,false
1589,2024-06-22,Central,Direct,2602.30,false
1590,2024-06-24,North,Direct,1232.79,true
1591,2024-06-22,South,Partner,266.39,false
1592,2024-06-25,North,Partner,2723.04,false
1593,2024-06-02,East,Partner,1440.23,false
1594,2024-06-20,East,Partner,2137.33,false
1595,2024-06-09,West,Partner,600.06,false
1596,2024-06-23,West,Direct,2466.52,false
1597,2024-06-16,East,Retail,1794.28,false
1598,2024-06-22,South,Retail,1063.80,false
1599,2024-06-26,South,Direct,1337.31,false
1600,2024-06-18,South,Direct,1959.72,false
1601,2024-06-03,East,Retail,1205.95,false
1602,2024-06-21,East,Retail,2035.87,false
1603,2024-06-10,East,Direct,2663.84,true
1604,2024-06-01,South,Partner,501.92,false
1605,2024-06-26,East,Retail,2461.53,false
1606,2024-06-27,North,Direct,2171.09,false
1607,2024-06-03,West,Online,1502.77,true
1608,2024-06-07,East,Partner,1187.48,false
1609,2024-06-11,North,Retail,2052.56,false
1610,2024-06-07,North,Direct,2408.72,false
1611,2024-06-11,Central,Direct,617.51,false
1612,2024-06-18,East,Online,618.04,false
1613,2024-06-17,North,Online,1350.72,false
1614,2024-06-25,North,Partner,1609.45,false
1615,2024-06-19,North,Direct,2482.13,false
1616,2024-06-07,North,Retail,2033.49,false
1617,2024-06-05,South,Partner,194.10,false
